0.46698,0.30832,0.30284,0.40957,0.41583,0.43513,0.47801,0.44255,0.37639,0.37949,0.37783,0.3745
0.41682,0.022614,0.40661,0.42098,0.28258,0.32543,0.3442,0.36805,0.22553,0.31043,0.27728,0.24821
0.34192,0.33783,0.33953,0.33492,0.30526,0.33838,0.38088,0.39858,0.32878,0.3578,0.33282,0.30374
0.3409,0.35037,0.37987,0.3253,0.32404,0.38827,0.34636,0.27492,0.20233,0.28117,0.29168,0.283
0.27948,0.45083,0.54988,0.54338,0.45412,0.44479,0.42547,0.43077,0.41414,0.36428,0.36348,0.14637
0.25901,0.24792,0.22205,0.22181,0.33266,0.30325,0.23857,0.29694,0.30412,0.29512,0.29841,0.28608
0.40328,0.40638,0.3966,0.53337,0.44254,0.46086,0.44502,0.40212,0.38192,0.42656,0.41584,0.25786
0.016632,0.00054606,0.0007793,0.010824,0.48149,0.3442,0.43535,0.315,0.3444,0.24421,0.35116,0.36035
0.28238,0.46556,0.44909,0.45369,0.31564,0.22674,0.27217,0.22625,0.28105,0.31483,0.32066,0.31666
0.038457,0.22061,0.23132,0.048746,0.31082,0.26828,0.31483,0.078476,0.27909,0.30963,0.31894,0.28124
0.3258,0.29115,0.33331,0.34866,0.45377,0.44799,0.4269,0.42661,0.36609,0.32461,0.30525,0.28538
0.36132,0.27216,0.50932,0.42835,0.23175,0.39743,0.39753,0.40753,0.27294,0.32651,0.31766,0.25201
0.45539,0.46307,0.57459,0.29948,0.36372,0.37481,0.2239,0.15109,0.22028,0.26259,0.25546,0.28529
0.33512,0.32315,0.24748,0.31789,0.35252,0.44607,0.38067,0.26328,0.25894,0.3252,0.31318,0.30042
0.39553,0.3871,0.33628,0.3013,0.32117,0.29314,0.2329,0.25682,0.26037,0.2587,0.24237,0.21795
0.014525,0.093582,0.15527,0.0017759,0.020871,0.39969,0.00057998,0.40797,0.057226,0.37552,0.29634,0.37386
0.40538,0.59451,0.37372,0.39036,0.39854,0.32351,0.32602,0.24189,0.3697,0.42713,0.39101,0.16708
0.33401,0.32387,0.14815,0.18617,0.33971,0.31198,0.39482,0.34109,0.3785,0.34465,0.30466,0.17562
0.42043,0.31792,0.43702,0.43478,0.36192,0.32404,0.2547,0.34644,0.3162,0.36917,0.37843,0.35904
0.28571,0.30813,0.31759,0.30965,0.32222,0.3038,0.28465,0.30921,0.32594,0.36657,0.32155,0.32686
0.32009,0.22351,0.27383,0.35836,0.29983,0.31888,0.35044,0.35474,0.32435,0.36236,0.32113,0.34516
0.31533,0.43337,0.33897,0.36544,0.31917,0.3201,0.33025,0.27419,0.26632,0.31733,0.3219,0.3426
0.0017136,0.0016673,0.15152,0.00068749,0.43828,0.58412,0.35969,0.4162,0.13378,0.30033,0.30888,0.32461
0.076578,0.29508,0.11959,0.32971,0.24259,0.3654,0.34855,0.31007,0.28897,0.34357,0.35923,0.27372
0.33218,0.33251,0.17693,0.28391,0.25366,0.21084,0.31064,0.34107,0.32242,0.31578,0.33161,0.28784
0.37568,0.3843,0.40269,0.40353,0.41999,0.37907,0.38894,0.38944,0.38873,0.39513,0.41542,0.39248
